Traceback (most recent call last):
  File "xgboost_new_features.py", line 104, in <module>
    build_data(seed=100)
  File "xgboost_new_features.py", line 29, in build_data
    dtrain = xgb.DMatrix(FLAGS.tmp_data_path+'train'+str(seed)+'/xgboost.new_features.dtrain.joblib_dat')
  File "/home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/core.py", line 328, in __init__
    ctypes.byref(self.handle)))
  File "/home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/core.py", line 129, in _check_call
    raise XGBoostError(_LIB.XGBGetLastError())
xgboost.core.XGBoostError: b'[13:35:41] /home/zhijiehuang/github/xgboost/dmlc-core/src/io/input_split_base.cc:173: Check failed: files_.size() != 0U (0 vs. 0) Cannot find any files that matches the URI pattern /data/train100/xgboost.new_features.dtrain.joblib_dat\n\nStack trace returned 10 entries:\n[bt] (0) /home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/libxgboost.so(dmlc::StackTrace[abi:cxx11]()+0x1bc) [0x7fd8a140c92c]\n[bt] (1) /home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/libxgboost.so(dmlc::LogMessageFatal::~LogMessageFatal()+0x28) [0x7fd8a140dc88]\n[bt] (2) /home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/libxgboost.so(dmlc::io::InputSplitBase::InitInputFileInfo(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool)+0x650) [0x7fd8a1609400]\n[bt] (3) /home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/libxgboost.so(dmlc::io::InputSplitBase::Init(dmlc::io::FileSystem*, char const*, unsigned long, bool)+0x74) [0x7fd8a1609584]\n[bt] (4) /home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/libxgboost.so(dmlc::InputSplit::Create(char const*, char const*, unsigned int, unsigned int, char const*, bool, int, unsigned long, bool)+0xbf0) [0x7fd8a15f0a90]\n[bt] (5) /home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/libxgboost.so(dmlc::InputSplit::Create(char const*, unsigned int, unsigned int, char const*)+0x1e) [0x7fd8a15f0f4e]\n[bt] (6) /home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/libxgboost.so(dmlc::Parser<unsigned int, float>* dmlc::data::CreateLibSVMParser<unsigned int, float>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, unsigned int, unsigned int)+0x19) [0x7fd8a15d6c69]\n[bt] (7) /home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/libxgboost.so(dmlc::Parser<unsigned int, float>* dmlc::data::CreateParser_<unsigned int, float>(char const*, unsigned int, unsigned int, char const*)+0x19e) [0x7fd8a15cd79e]\n[bt] (8) /home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/libxgboost.so(xgboost::DMatrix::Load(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, bool, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)+0x865) [0x7fd8a1407325]\n[bt] (9) /home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/libxgboost.so(XGDMatrixCreateFromFile+0x1d0) [0x7fd8a14b4d80]\n\n'
[13:37:54] 6385085x6 matrix with 38310510 entries loaded from /data/train25/xgboost.new_features.dtrain.joblib_dat
[13:37:54] 4256724x6 matrix with 25540344 entries loaded from /data/train25/xgboost.new_features.dvalid.joblib_dat
[13:37:58] Allocated 50MB on [0] GeForce GTX 1070 Ti, 7558MB remaining.
[13:37:58] Allocated 170MB on [0] GeForce GTX 1070 Ti, 7436MB remaining.
[13:37:58] Allocated 2MB on [0] GeForce GTX 1070 Ti, 7432MB remaining.
[13:37:58] Allocated 227MB on [0] GeForce GTX 1070 Ti, 7090MB remaining.
[0]	train-logloss:0.329711	valid-logloss:0.330364
[344]	train-logloss:0.289328	valid-logloss:0.291279
[345]	train-logloss:0.289308	valid-logloss:0.291261
[346]	train-logloss:0.28929	valid-logloss:0.291246
[347]	train-logloss:0.289274	valid-logloss:0.291232
[348]	train-logloss:0.289253	valid-logloss:0.291217
[349]	train-logloss:0.289241	valid-logloss:0.291208
[350]	train-logloss:0.289234	valid-logloss:0.291203
[351]	train-logloss:0.289225	valid-logloss:0.291197
[352]	train-logloss:0.289211	valid-logloss:0.291186
[353]	train-logloss:0.289196	valid-logloss:0.291174
[354]	train-logloss:0.289189	valid-logloss:0.291169
[355]	train-logloss:0.289182	valid-logloss:0.291164
[356]	train-logloss:0.289173	valid-logloss:0.291156
[357]	train-logloss:0.289142	valid-logloss:0.291129
[358]	train-logloss:0.289137	valid-logloss:0.291126
[359]	train-logloss:0.289126	valid-logloss:0.291118
[360]	train-logloss:0.289113	valid-logloss:0.291108
[361]	train-logloss:0.289095	valid-logloss:0.291093
[362]	train-logloss:0.289069	valid-logloss:0.29107
[363]	train-logloss:0.289063	valid-logloss:0.291066
[364]	train-logloss:0.289046	valid-logloss:0.291054
[365]	train-logloss:0.289036	valid-logloss:0.291046
[366]	train-logloss:0.289032	valid-logloss:0.291045
[367]	train-logloss:0.289028	valid-logloss:0.291043
[368]	train-logloss:0.289009	valid-logloss:0.291025
[369]	train-logloss:0.288986	valid-logloss:0.291005
[370]	train-logloss:0.288975	valid-logloss:0.290996
[371]	train-logloss:0.288965	valid-logloss:0.29099
[372]	train-logloss:0.288957	valid-logloss:0.290983
[373]	train-logloss:0.288933	valid-logloss:0.290962
[374]	train-logloss:0.288925	valid-logloss:0.290959
[375]	train-logloss:0.288906	valid-logloss:0.290943
[376]	train-logloss:0.288901	valid-logloss:0.290941
[377]	train-logloss:0.288884	valid-logloss:0.290929
[378]	train-logloss:0.288876	valid-logloss:0.290924
[379]	train-logloss:0.28887	valid-logloss:0.290921
[380]	train-logloss:0.288854	valid-logloss:0.290908
[381]	train-logloss:0.288836	valid-logloss:0.290893
[382]	train-logloss:0.288828	valid-logloss:0.290889
[383]	train-logloss:0.288823	valid-logloss:0.290887
[384]	train-logloss:0.288817	valid-logloss:0.290882
[385]	train-logloss:0.288814	valid-logloss:0.290881
[386]	train-logloss:0.288805	valid-logloss:0.290876
[387]	train-logloss:0.288794	valid-logloss:0.290867
[388]	train-logloss:0.288781	valid-logloss:0.290858
[389]	train-logloss:0.288769	valid-logloss:0.290849
[390]	train-logloss:0.288754	valid-logloss:0.290836
[391]	train-logloss:0.288741	valid-logloss:0.290825
[392]	train-logloss:0.288723	valid-logloss:0.29081
[393]	train-logloss:0.288712	valid-logloss:0.290802
[394]	train-logloss:0.288702	valid-logloss:0.290795
[395]	train-logloss:0.288695	valid-logloss:0.29079
[396]	train-logloss:0.288685	valid-logloss:0.290783
[397]	train-logloss:0.288676	valid-logloss:0.290776
[398]	train-logloss:0.28865	valid-logloss:0.290754
[399]	train-logloss:0.288634	valid-logloss:0.29074
[400]	train-logloss:0.288624	valid-logloss:0.290732
[401]	train-logloss:0.288609	valid-logloss:0.290722
[402]	train-logloss:0.288589	valid-logloss:0.290704
[403]	train-logloss:0.288576	valid-logloss:0.290695
[404]	train-logloss:0.288565	valid-logloss:0.290688
[405]	train-logloss:0.288548	valid-logloss:0.290675
[406]	train-logloss:0.288543	valid-logloss:0.290673
[407]	train-logloss:0.288536	valid-logloss:0.29067
[408]	train-logloss:0.288528	valid-logloss:0.290665
[409]	train-logloss:0.288507	valid-logloss:0.290649
[410]	train-logloss:0.288497	valid-logloss:0.290644
[411]	train-logloss:0.288479	valid-logloss:0.290629
[412]	train-logloss:0.28847	valid-logloss:0.290622
[413]	train-logloss:0.28846	valid-logloss:0.290616
[414]	train-logloss:0.288451	valid-logloss:0.290608
[415]	train-logloss:0.288444	valid-logloss:0.290606
[416]	train-logloss:0.288434	valid-logloss:0.290598
[417]	train-logloss:0.288416	valid-logloss:0.290583
[418]	train-logloss:0.288405	valid-logloss:0.290577
[419]	train-logloss:0.288398	valid-logloss:0.290574
[420]	train-logloss:0.288382	valid-logloss:0.290561
[421]	train-logloss:0.288371	valid-logloss:0.290553
[422]	train-logloss:0.288355	valid-logloss:0.290539
[423]	train-logloss:0.288346	valid-logloss:0.290533
[424]	train-logloss:0.288336	valid-logloss:0.290526
[425]	train-logloss:0.288319	valid-logloss:0.29051
[426]	train-logloss:0.288312	valid-logloss:0.290507
[427]	train-logloss:0.288305	valid-logloss:0.290504
[428]	train-logloss:0.288291	valid-logloss:0.290493
[429]	train-logloss:0.288279	valid-logloss:0.290485
[430]	train-logloss:0.288268	valid-logloss:0.290477
[431]	train-logloss:0.288258	valid-logloss:0.29047
[432]	train-logloss:0.288252	valid-logloss:0.290468
[433]	train-logloss:0.288234	valid-logloss:0.290453
[434]	train-logloss:0.288221	valid-logloss:0.290442
[435]	train-logloss:0.288213	valid-logloss:0.290437
[436]	train-logloss:0.288193	valid-logloss:0.29042
[437]	train-logloss:0.288175	valid-logloss:0.290406
[438]	train-logloss:0.288158	valid-logloss:0.290394
[439]	train-logloss:0.288145	valid-logloss:0.290383
[440]	train-logloss:0.288137	valid-logloss:0.290378
[441]	train-logloss:0.288129	valid-logloss:0.290375
[442]	train-logloss:0.288121	valid-logloss:0.29037
[443]	train-logloss:0.288112	valid-logloss:0.290363
[444]	train-logloss:0.288098	valid-logloss:0.290352
[445]	train-logloss:0.288075	valid-logloss:0.290333
[446]	train-logloss:0.288066	valid-logloss:0.290329
[447]	train-logloss:0.28806	valid-logloss:0.290326
[448]	train-logloss:0.288055	valid-logloss:0.290322
[449]	train-logloss:0.288048	valid-logloss:0.29032
[450]	train-logloss:0.288026	valid-logloss:0.2903
[451]	train-logloss:0.288008	valid-logloss:0.290286
[452]	train-logloss:0.287995	valid-logloss:0.290277
[453]	train-logloss:0.287979	valid-logloss:0.290263
[454]	train-logloss:0.287968	valid-logloss:0.290255
[455]	train-logloss:0.287957	valid-logloss:0.290247
[456]	train-logloss:0.28795	valid-logloss:0.290242
[457]	train-logloss:0.287945	valid-logloss:0.29024
[458]	train-logloss:0.287934	valid-logloss:0.290233
[459]	train-logloss:0.287925	valid-logloss:0.290227
[460]	train-logloss:0.287918	valid-logloss:0.290223
[461]	train-logloss:0.287912	valid-logloss:0.29022
[462]	train-logloss:0.287903	valid-logloss:0.290212
[463]	train-logloss:0.287878	valid-logloss:0.290189
[464]	train-logloss:0.287865	valid-logloss:0.29018
[465]	train-logloss:0.287841	valid-logloss:0.290159
[466]	train-logloss:0.287834	valid-logloss:0.290155
[467]	train-logloss:0.28782	valid-logloss:0.290146
[468]	train-logloss:0.287802	valid-logloss:0.290132
[469]	train-logloss:0.287791	valid-logloss:0.290124
[470]	train-logloss:0.287764	valid-logloss:0.290099
[471]	train-logloss:0.287749	valid-logloss:0.290086
[472]	train-logloss:0.28774	valid-logloss:0.290082
[473]	train-logloss:0.287724	valid-logloss:0.290069
[474]	train-logloss:0.287719	valid-logloss:0.290068
[475]	train-logloss:0.287708	valid-logloss:0.290061
[476]	train-logloss:0.287688	valid-logloss:0.290044
[477]	train-logloss:0.28768	valid-logloss:0.290039
[478]	train-logloss:0.287665	valid-logloss:0.290027
[479]	train-logloss:0.287658	valid-logloss:0.290023
[480]	train-logloss:0.287647	valid-logloss:0.290015
[481]	train-logloss:0.28763	valid-logloss:0.290001
[482]	train-logloss:0.28762	valid-logloss:0.289995
[483]	train-logloss:0.28761	valid-logloss:0.289988
[484]	train-logloss:0.287592	valid-logloss:0.289975
[485]	train-logloss:0.287574	valid-logloss:0.28996
[486]	train-logloss:0.287563	valid-logloss:0.289952
[487]	train-logloss:0.287551	valid-logloss:0.289942
[488]	train-logloss:0.28754	valid-logloss:0.289935
[489]	train-logloss:0.287528	valid-logloss:0.289927
[490]	train-logloss:0.28751	valid-logloss:0.289912
[491]	train-logloss:0.287496	valid-logloss:0.2899
[492]	train-logloss:0.287482	valid-logloss:0.289889
[493]	train-logloss:0.287468	valid-logloss:0.289878
[494]	train-logloss:0.287458	valid-logloss:0.289872
[495]	train-logloss:0.28745	valid-logloss:0.289866
[496]	train-logloss:0.287443	valid-logloss:0.289864
[497]	train-logloss:0.287432	valid-logloss:0.289858
[498]	train-logloss:0.287425	valid-logloss:0.289854
[499]	train-logloss:0.287412	valid-logloss:0.289844
[500]	train-logloss:0.28741	valid-logloss:0.289843
[501]	train-logloss:0.287393	valid-logloss:0.28983
[502]	train-logloss:0.287389	valid-logloss:0.289826
[503]	train-logloss:0.287384	valid-logloss:0.289823
[504]	train-logloss:0.287376	valid-logloss:0.289817
[505]	train-logloss:0.287366	valid-logloss:0.289811
[506]	train-logloss:0.287357	valid-logloss:0.289805
[507]	train-logloss:0.287348	valid-logloss:0.2898
[508]	train-logloss:0.287333	valid-logloss:0.289788
[509]	train-logloss:0.287323	valid-logloss:0.28978
[510]	train-logloss:0.28731	valid-logloss:0.289771
[511]	train-logloss:0.287284	valid-logloss:0.289749
[512]	train-logloss:0.287277	valid-logloss:0.289743
[513]	train-logloss:0.287269	valid-logloss:0.289739
[514]	train-logloss:0.28726	valid-logloss:0.289733
[515]	train-logloss:0.287249	valid-logloss:0.289724
[516]	train-logloss:0.287229	valid-logloss:0.289709
[517]	train-logloss:0.287224	valid-logloss:0.289706
[518]	train-logloss:0.28721	valid-logloss:0.289696
[519]	train-logloss:0.2872	valid-logloss:0.289687
[520]	train-logloss:0.287192	valid-logloss:0.289683
[521]	train-logloss:0.287188	valid-logloss:0.289681
[522]	train-logloss:0.287172	valid-logloss:0.28967
[523]	train-logloss:0.287156	valid-logloss:0.289657
[524]	train-logloss:0.287151	valid-logloss:0.289654
[525]	train-logloss:0.287142	valid-logloss:0.289647
[526]	train-logloss:0.287137	valid-logloss:0.289645
[527]	train-logloss:0.287124	valid-logloss:0.289637
[528]	train-logloss:0.287112	valid-logloss:0.289628
[529]	train-logloss:0.287093	valid-logloss:0.289611
[530]	train-logloss:0.287083	valid-logloss:0.289605
[531]	train-logloss:0.287067	valid-logloss:0.289593
[532]	train-logloss:0.287061	valid-logloss:0.28959
[533]	train-logloss:0.287056	valid-logloss:0.289588
[534]	train-logloss:0.287048	valid-logloss:0.289583
[535]	train-logloss:0.287034	valid-logloss:0.289569
[536]	train-logloss:0.28701	valid-logloss:0.289551
[537]	train-logloss:0.286997	valid-logloss:0.289542
[538]	train-logloss:0.28699	valid-logloss:0.289537
[539]	train-logloss:0.286976	valid-logloss:0.289524
[540]	train-logloss:0.286962	valid-logloss:0.289511
[541]	train-logloss:0.286955	valid-logloss:0.289508
[542]	train-logloss:0.28695	valid-logloss:0.289505
[543]	train-logloss:0.286945	valid-logloss:0.289503
[544]	train-logloss:0.286934	valid-logloss:0.289494
[545]	train-logloss:0.286925	valid-logloss:0.289489
[546]	train-logloss:0.28692	valid-logloss:0.289486
[547]	train-logloss:0.286911	valid-logloss:0.289478
[548]	train-logloss:0.286905	valid-logloss:0.289476
[549]	train-logloss:0.286896	valid-logloss:0.28947
[550]	train-logloss:0.286889	valid-logloss:0.289467
[551]	train-logloss:0.28688	valid-logloss:0.289461
[552]	train-logloss:0.286868	valid-logloss:0.289452
[553]	train-logloss:0.286862	valid-logloss:0.289448
[554]	train-logloss:0.286854	valid-logloss:0.289444
[555]	train-logloss:0.286844	valid-logloss:0.289438
[556]	train-logloss:0.286837	valid-logloss:0.289435
[557]	train-logloss:0.286827	valid-logloss:0.289427
[558]	train-logloss:0.286822	valid-logloss:0.289425
[559]	train-logloss:0.286817	valid-logloss:0.289423
[560]	train-logloss:0.286801	valid-logloss:0.289413
[561]	train-logloss:0.286791	valid-logloss:0.289404
[562]	train-logloss:0.286776	valid-logloss:0.289394
[563]	train-logloss:0.286769	valid-logloss:0.28939
[564]	train-logloss:0.286758	valid-logloss:0.289382
[565]	train-logloss:0.286749	valid-logloss:0.289376
[566]	train-logloss:0.286737	valid-logloss:0.289366
[567]	train-logloss:0.286728	valid-logloss:0.289361
[568]	train-logloss:0.286716	valid-logloss:0.289352
[569]	train-logloss:0.286708	valid-logloss:0.289347
[570]	train-logloss:0.286704	valid-logloss:0.289344
[571]	train-logloss:0.286695	valid-logloss:0.289337
[572]	train-logloss:0.286687	valid-logloss:0.289332
[573]	train-logloss:0.28667	valid-logloss:0.289317
[574]	train-logloss:0.286662	valid-logloss:0.289313
[575]	train-logloss:0.286656	valid-logloss:0.28931
[576]	train-logloss:0.286649	valid-logloss:0.289306
[577]	train-logloss:0.286644	valid-logloss:0.289304
[578]	train-logloss:0.286637	valid-logloss:0.289299
[579]	train-logloss:0.286629	valid-logloss:0.289295
[580]	train-logloss:0.28662	valid-logloss:0.289288
[581]	train-logloss:0.286615	valid-logloss:0.289286
[582]	train-logloss:0.286611	valid-logloss:0.289283
[583]	train-logloss:0.286601	valid-logloss:0.289276
[584]	train-logloss:0.286594	valid-logloss:0.289273
[585]	train-logloss:0.286589	valid-logloss:0.28927
[586]	train-logloss:0.286583	valid-logloss:0.289266
[587]	train-logloss:0.286576	valid-logloss:0.289261
[588]	train-logloss:0.286568	valid-logloss:0.289258
[589]	train-logloss:0.286561	valid-logloss:0.289252
[590]	train-logloss:0.286555	valid-logloss:0.289248
[591]	train-logloss:0.286546	valid-logloss:0.289243
[592]	train-logloss:0.286539	valid-logloss:0.28924
[593]	train-logloss:0.286535	valid-logloss:0.289237
[594]	train-logloss:0.286529	valid-logloss:0.289233
[595]	train-logloss:0.286522	valid-logloss:0.289228
[596]	train-logloss:0.286515	valid-logloss:0.289224
[597]	train-logloss:0.286509	valid-logloss:0.28922
[598]	train-logloss:0.286494	valid-logloss:0.289207
[599]	train-logloss:0.286485	valid-logloss:0.289201
[600]	train-logloss:0.286477	valid-logloss:0.289197
[601]	train-logloss:0.286468	valid-logloss:0.289191
[602]	train-logloss:0.286458	valid-logloss:0.289185
[603]	train-logloss:0.28645	valid-logloss:0.28918
[604]	train-logloss:0.286445	valid-logloss:0.289178
[605]	train-logloss:0.286438	valid-logloss:0.289174
[606]	train-logloss:0.286431	valid-logloss:0.289171
[607]	train-logloss:0.286425	valid-logloss:0.289169
[608]	train-logloss:0.286422	valid-logloss:0.289168
[609]	train-logloss:0.28641	valid-logloss:0.28916
[610]	train-logloss:0.286399	valid-logloss:0.289152
[611]	train-logloss:0.286388	valid-logloss:0.289143
[612]	train-logloss:0.286378	valid-logloss:0.289135
[613]	train-logloss:0.286367	valid-logloss:0.289128
[614]	train-logloss:0.286353	valid-logloss:0.289118
[615]	train-logloss:0.286342	valid-logloss:0.289111
[616]	train-logloss:0.286338	valid-logloss:0.289109
[617]	train-logloss:0.286324	valid-logloss:0.289097
[618]	train-logloss:0.286318	valid-logloss:0.289093
[619]	train-logloss:0.286309	valid-logloss:0.289087
[620]	train-logloss:0.286297	valid-logloss:0.289078
[621]	train-logloss:0.286287	valid-logloss:0.289071
[622]	train-logloss:0.286276	valid-logloss:0.289063
[623]	train-logloss:0.286268	valid-logloss:0.289057
[624]	train-logloss:0.286264	valid-logloss:0.289055
[625]	train-logloss:0.28626	valid-logloss:0.289054
[626]	train-logloss:0.286254	valid-logloss:0.289051
[627]	train-logloss:0.286248	valid-logloss:0.289048
[628]	train-logloss:0.286241	valid-logloss:0.289043
[629]	train-logloss:0.286224	valid-logloss:0.28903
[630]	train-logloss:0.286216	valid-logloss:0.289026
[631]	train-logloss:0.286211	valid-logloss:0.289024
[632]	train-logloss:0.286199	valid-logloss:0.289015
[633]	train-logloss:0.286195	valid-logloss:0.289013
[634]	train-logloss:0.286185	valid-logloss:0.289006
[635]	train-logloss:0.286171	valid-logloss:0.288995
[636]	train-logloss:0.286167	valid-logloss:0.288994
[637]	train-logloss:0.286161	valid-logloss:0.28899
[638]	train-logloss:0.286156	valid-logloss:0.288988
[639]	train-logloss:0.286146	valid-logloss:0.28898
[640]	train-logloss:0.286139	valid-logloss:0.288975
[641]	train-logloss:0.286135	valid-logloss:0.288974
[642]	train-logloss:0.286131	valid-logloss:0.288973
[643]	train-logloss:0.286123	valid-logloss:0.288967
[644]	train-logloss:0.286116	valid-logloss:0.288963
[645]	train-logloss:0.286111	valid-logloss:0.28896
[646]	train-logloss:0.286105	valid-logloss:0.288957
[647]	train-logloss:0.286099	valid-logloss:0.288954
[648]	train-logloss:0.286091	valid-logloss:0.288949
[649]	train-logloss:0.286082	valid-logloss:0.288943
[650]	train-logloss:0.286075	valid-logloss:0.288938
[651]	train-logloss:0.286067	valid-logloss:0.288933
[652]	train-logloss:0.28606	valid-logloss:0.28893
[653]	train-logloss:0.286056	valid-logloss:0.288928
[654]	train-logloss:0.286047	valid-logloss:0.288922
[655]	train-logloss:0.286041	valid-logloss:0.288919
[656]	train-logloss:0.286032	valid-logloss:0.288913
[657]	train-logloss:0.28602	valid-logloss:0.288903
[658]	train-logloss:0.28601	valid-logloss:0.288894
[659]	train-logloss:0.285999	valid-logloss:0.288887
[660]	train-logloss:0.285992	valid-logloss:0.288882
[661]	train-logloss:0.285977	valid-logloss:0.288869
[662]	train-logloss:0.285966	valid-logloss:0.288861
[663]	train-logloss:0.285954	valid-logloss:0.288853
[664]	train-logloss:0.285945	valid-logloss:0.288847
[665]	train-logloss:0.285929	valid-logloss:0.288834
[13:42:50] 10641809x6 matrix with 63850854 entries loaded from /data/train25/xgboost.new_features.dtv.joblib_dat
Traceback (most recent call last):
  File "xgboost_new_features.py", line 104, in <module>
    build_data(seed=25)
  File "xgboost_new_features.py", line 47, in build_data
    xgb_leaves = xgb_test_basis.predict(dtv, pred_leaf = True)
  File "/home/zhijiehuang/anaconda3/lib/python3.6/site-packages/xgboost-0.72-py3.6.egg/xgboost/core.py", line 1153, in predict
    preds = preds.astype(np.int32)
MemoryError
[15:23:02] 6385085x6 matrix with 38310510 entries loaded from /data/train25/xgboost.new_features.dtrain.joblib_dat
[15:23:02] 4256724x6 matrix with 25540344 entries loaded from /data/train25/xgboost.new_features.dvalid.joblib_dat
[15:23:05] Allocated 50MB on [0] GeForce GTX 1070 Ti, 7558MB remaining.
[15:23:05] Allocated 170MB on [0] GeForce GTX 1070 Ti, 7436MB remaining.
[15:23:05] Allocated 2MB on [0] GeForce GTX 1070 Ti, 7432MB remaining.
[15:23:05] Allocated 227MB on [0] GeForce GTX 1070 Ti, 7090MB remaining.
[0]	train-logloss:0.329711	valid-logloss:0.330364
[1]	train-logloss:0.325705	valid-logloss:0.326372
[2]	train-logloss:0.322314	valid-logloss:0.322996
[3]	train-logloss:0.319522	valid-logloss:0.320217
[4]	train-logloss:0.317272	valid-logloss:0.317979
[5]	train-logloss:0.315176	valid-logloss:0.315892
[6]	train-logloss:0.313131	valid-logloss:0.313858
[7]	train-logloss:0.311311	valid-logloss:0.312042
[8]	train-logloss:0.310078	valid-logloss:0.310824
[9]	train-logloss:0.308654	valid-logloss:0.309405
[10]	train-logloss:0.307387	valid-logloss:0.308144
[11]	train-logloss:0.306259	valid-logloss:0.307021
[12]	train-logloss:0.305606	valid-logloss:0.306376
[13]	train-logloss:0.305053	valid-logloss:0.305832
[14]	train-logloss:0.30427	valid-logloss:0.305052
[15]	train-logloss:0.303591	valid-logloss:0.304383
[16]	train-logloss:0.302973	valid-logloss:0.303768
[17]	train-logloss:0.302394	valid-logloss:0.303192
[18]	train-logloss:0.301887	valid-logloss:0.302686
[19]	train-logloss:0.301494	valid-logloss:0.302302
[20]	train-logloss:0.301157	valid-logloss:0.301969
[21]	train-logloss:0.300805	valid-logloss:0.301617
[22]	train-logloss:0.300542	valid-logloss:0.301359
[23]	train-logloss:0.300259	valid-logloss:0.30108
[24]	train-logloss:0.299985	valid-logloss:0.300806
[25]	train-logloss:0.299779	valid-logloss:0.300604
[26]	train-logloss:0.299593	valid-logloss:0.300425
[27]	train-logloss:0.299332	valid-logloss:0.300164
[28]	train-logloss:0.299098	valid-logloss:0.299938
[29]	train-logloss:0.298944	valid-logloss:0.299788
[30]	train-logloss:0.298777	valid-logloss:0.299625
[31]	train-logloss:0.298596	valid-logloss:0.299446
[32]	train-logloss:0.298425	valid-logloss:0.29928
[33]	train-logloss:0.298298	valid-logloss:0.299156
[34]	train-logloss:0.298189	valid-logloss:0.299052
[35]	train-logloss:0.298057	valid-logloss:0.298926
[36]	train-logloss:0.297916	valid-logloss:0.298789
[37]	train-logloss:0.297768	valid-logloss:0.298645
[38]	train-logloss:0.297688	valid-logloss:0.298572
[39]	train-logloss:0.297561	valid-logloss:0.298449
[40]	train-logloss:0.297504	valid-logloss:0.298399
[41]	train-logloss:0.297416	valid-logloss:0.298317
[42]	train-logloss:0.297301	valid-logloss:0.298207
[43]	train-logloss:0.297217	valid-logloss:0.298125
[44]	train-logloss:0.297157	valid-logloss:0.29807
[45]	train-logloss:0.29711	valid-logloss:0.298027
[46]	train-logloss:0.296989	valid-logloss:0.297908
[47]	train-logloss:0.296905	valid-logloss:0.29783
[48]	train-logloss:0.296858	valid-logloss:0.297789
[49]	train-logloss:0.296792	valid-logloss:0.297727
[50]	train-logloss:0.296706	valid-logloss:0.297642
[51]	train-logloss:0.296652	valid-logloss:0.297594
[52]	train-logloss:0.296603	valid-logloss:0.297548
[53]	train-logloss:0.296512	valid-logloss:0.297459
[54]	train-logloss:0.296447	valid-logloss:0.297396
[55]	train-logloss:0.29639	valid-logloss:0.297344
[56]	train-logloss:0.296319	valid-logloss:0.297276
[57]	train-logloss:0.296258	valid-logloss:0.297219
[58]	train-logloss:0.296213	valid-logloss:0.297178
[59]	train-logloss:0.296162	valid-logloss:0.297128
[60]	train-logloss:0.296089	valid-logloss:0.297061
[61]	train-logloss:0.296061	valid-logloss:0.297037
[62]	train-logloss:0.295988	valid-logloss:0.296962
[63]	train-logloss:0.295944	valid-logloss:0.296922
[64]	train-logloss:0.295874	valid-logloss:0.296857
[65]	train-logloss:0.295824	valid-logloss:0.296809
[66]	train-logloss:0.295761	valid-logloss:0.296752
[67]	train-logloss:0.295703	valid-logloss:0.296694
[68]	train-logloss:0.295664	valid-logloss:0.296658
[69]	train-logloss:0.295608	valid-logloss:0.296605
[70]	train-logloss:0.295538	valid-logloss:0.296535
[71]	train-logloss:0.295487	valid-logloss:0.296489
[72]	train-logloss:0.295447	valid-logloss:0.296452
[73]	train-logloss:0.29541	valid-logloss:0.296418
[74]	train-logloss:0.295379	valid-logloss:0.296394
[75]	train-logloss:0.295351	valid-logloss:0.296368
[76]	train-logloss:0.295326	valid-logloss:0.296347
[77]	train-logloss:0.295286	valid-logloss:0.296311
[78]	train-logloss:0.295265	valid-logloss:0.296292
[79]	train-logloss:0.295233	valid-logloss:0.296264
[80]	train-logloss:0.295142	valid-logloss:0.296177
[81]	train-logloss:0.295108	valid-logloss:0.296147
[82]	train-logloss:0.295087	valid-logloss:0.296131
[83]	train-logloss:0.295039	valid-logloss:0.296083
[84]	train-logloss:0.295021	valid-logloss:0.29607
[85]	train-logloss:0.294982	valid-logloss:0.296033
[86]	train-logloss:0.294938	valid-logloss:0.295993
[87]	train-logloss:0.294912	valid-logloss:0.295972
[88]	train-logloss:0.294887	valid-logloss:0.295951
